,Accident Year,Pipeline Location,Pipeline Type,Liquid Type,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs,month,day
1243,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREENVILLE,BOND,IL,38.95973,-89.44549,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1.36,0.75,0.61,NO,NO,,,66000.0,0.0,0.0,232500.0,44000.0,0.0,342500,5,17
1244,2013,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DECATUR,BURT,NE,41.90877,-96.24902,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.39,0.0,2.39,NO,NO,YES,,12049.0,195.0,0.0,10500.0,27376.0,0.0,50120,5,18
1245,2013,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.95885,-96.75655,CORROSION,INTERNAL,2246.0,2071.0,175.0,NO,NO,NO,0.0,754000.0,30000.0,0.0,5600000.0,7460274.0,0.0,13844274,5,18
1246,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.34551,-94.93573,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.2,0.2,0.0,NO,NO,NO,0.0,3500.0,100.0,0.0,0.0,0.0,0.0,3600,5,19
1247,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,FARGO,WILBAGER,TX,34.31371,-99.28394,ALL OTHER CAUSES,MISCELLANEOUS,0.5,0.5,0.0,NO,NO,NO,0.0,2500.0,100.0,0.0,0.0,0.0,0.0,2600,5,19
1248,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,SAINT JAMES,SAINT JAMES,LA,30.0038889,-90.8547222,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2.0,2.0,0.0,NO,NO,NO,0.0,26714.0,180.0,0.0,3500.0,10779.0,0.0,41173,5,19
1249,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",UPPER CHICHESTER,DELAWARE,PA,39.8411,-75.4177,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,5.3,5.3,0.0,NO,NO,YES,0.0,0.0,672.0,0.0,35000.0,10000.0,0.0,45672,5,20
1250,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,PAYNE,OK,36.01167,-96.45009,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,1.0,0.0,NO,NO,,0.0,1500.0,100.0,0.0,0.0,3500.0,0.0,5100,5,21
1251,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,,WICHITA,TX,34.092292,-98.90449,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.0,1.0,0.0,NO,NO,YES,0.0,5000.0,250.0,0.0,0.0,0.0,0.0,5250,5,22
1252,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GALENA PARK,HARRIS,TX,29.73069,-95.23189,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.0,3.0,0.0,NO,NO,,,1500.0,500.0,0.0,1500.0,3500.0,0.0,7000,5,23
1253,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BARNESVILLE,WILKIN,MN,46.6178,-96.4543,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.12,0.12,0.0,NO,NO,NO,,3000.0,35.0,800.0,23000.0,10000.0,0.0,36835,5,23
1254,2013,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.6,0.6,0.0,NO,NO,,,0.0,50.0,0.0,0.0,7000.0,0.0,7050,5,24
1255,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,SHERIDAN,COLORADO,TX,29.473497,-96.621621,ALL OTHER CAUSES,MISCELLANEOUS,0.7,0.7,0.0,NO,NO,YES,0.0,20.0,70.0,0.0,0.0,3000.0,0.0,3090,5,27
1256,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARROLLTON,CARROLL,MO,39.36863,-93.459573,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.5,0.5,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,350.0,0.0,0.0,350,5,28
1257,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",INDIANAPOLIS,MARION,IN,39.915961,-86.246533,INCORRECT OPERATION,INCORRECT INSTALLATION,0.2,0.2,0.0,NO,NO,NO,0.0,2625.0,26.0,0.0,21025.0,0.0,0.0,23676,5,28
1258,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,1.0,0.0,NO,NO,,,0.0,140.0,0.0,0.0,0.0,0.0,140,5,28
1259,2013,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",AURORA,ARAPAHOE,CO,39.74636,-104.67988,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.8,0.0,0.8,NO,NO,YES,0.0,500.0,40.0,0.0,0.0,0.0,0.0,540,5,29
1260,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,LIVE OAK,TX,28.41922,-97.9921,INCORRECT OPERATION,INCORRECT EQUIPMENT,0.4,0.4,0.0,NO,NO,,0.0,0.0,34.0,0.0,5300.0,1500.0,0.0,6834,5,29
1261,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,MYTON,DUCHESNE,UT,40.16005,-110.077696,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,10.0,10.0,0.0,NO,NO,,0.0,30955.0,0.0,0.0,36916.0,5698.0,0.0,73569,5,31
1262,2013,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",FORGAN,BEAVER,OK,36.947219,-100.293152,INCORRECT OPERATION,OTHER INCORRECT OPERATION,200.0,0.0,200.0,NO,NO,YES,0.0,150000.0,7000.0,0.0,150000.0,0.0,18000.0,325000,5,31
1263,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,OSAGE,WESTON,WY,43.992624,-104.388373,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,135.0,130.0,5.0,NO,NO,YES,0.0,0.0,500.0,0.0,0.0,5000.0,0.0,5500,6,1
1264,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",DES MOINES,POLK,IA,41.55849,-93.52615,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.74,0.74,0.0,NO,NO,NO,,5000.0,55.0,0.0,0.0,7500.0,0.0,12555,6,2
1265,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",VICTORIA,VICTORIA,TX,28.61171,-97.09409,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",200.0,42.0,158.0,NO,NO,YES,0.0,82000.0,20000.0,17000.0,20000.0,409500.0,6000.0,554500,6,3
1266,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,"NEAR CHASE, KS",RICE,KS,38.34021,-98.31168,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.7,0.0,3.7,NO,NO,,,0.0,315.0,0.0,3400.0,7000.0,2610.0,13325,6,4
1267,2013,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MACKINAW CITY,EMMET,MI,45.78611,-84.77444,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.48,0.0,0.48,NO,NO,NO,0.0,1000.0,20.0,0.0,3000.0,7000.0,0.0,11020,6,5
1268,2013,ONSHORE,TANK,CRUDE OIL,"FALLS CITY, TEXAS",WILSON,TX,28.920722,-98.141111,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.71,0.71,0.0,NO,NO,NO,0.0,0.0,70.0,0.0,0.0,3000.0,0.0,3070,6,6
1269,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,PONTIAC,LIVINGSTON,IL,40.94267,-88.64449,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.6,0.6,0.0,NO,NO,NO,0.0,5000.0,47.0,0.0,16000.0,10000.0,0.0,31047,6,6
1270,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,ONALASKA,POLK,TX,30.83705,-95.17334,INCORRECT OPERATION,OTHER INCORRECT OPERATION,7.0,7.0,0.0,NO,NO,NO,,0.0,648.0,0.0,1500.0,2100.0,0.0,4248,6,7
1271,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,RANGER,EASTLAND,TX,32.49781,-98.63609,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.0,1.0,0.0,NO,NO,NO,0.0,100.0,0.0,0.0,1500.0,0.0,0.0,1600,6,7
1272,2013,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,UNION,NM,35.96576,-103.18311,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",26.0,0.0,26.0,NO,NO,YES,0.0,42593.0,12882.0,0.0,9700.0,2500.0,0.0,67675,6,10
1273,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIDLAND,MIDLAND,TX,31.93856,-102.22691,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,4153.0,1119.0,3034.0,NO,NO,NO,0.0,20000.0,480000.0,0.0,25000.0,500000.0,0.0,1025000,6,12
1274,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,COLDFOOT,,AK,67.7987,-149.8164,NATURAL FORCE DAMAGE,TEMPERATURE,0.52,0.52,0.0,NO,NO,NO,0.0,5000.0,0.0,0.0,0.0,50000.0,0.0,55000,6,12
1275,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,BAKERSFIELD,KERN,CA,35.063508,-119.064372,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,15.5,15.5,0.0,NO,NO,,0.0,0.0,1200.0,0.0,23000.0,0.0,1500.0,25700,6,14
1276,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.48,0.24,0.24,NO,NO,,,0.0,60.0,0.0,500.0,0.0,0.0,560,6,15
1277,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AUSTELL,COBB,GA,33.85602,-84.62397,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2.2,2.2,0.0,NO,NO,YES,0.0,6800.0,337.0,0.0,7500.0,4500.0,0.0,19137,6,16
1278,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EAST SPARTA,STARK,OH,40.676504,-81.347693,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.2,0.2,0.0,NO,NO,,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23,6,16
1279,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,ABILENE,TAYLOR,TX,32.38719,-99.71718,INCORRECT OPERATION,INCORRECT INSTALLATION,0.48,0.48,0.0,NO,NO,,0.0,1000.0,0.0,0.0,38716.0,800.0,0.0,40516,6,17
1280,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,MIDLAND,MIDLAND,TX,32.02064,-102.01648,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.5,1.5,0.0,NO,NO,YES,0.0,20.0,150.0,0.0,0.0,4000.0,0.0,4170,6,18
1281,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BEAUMONT,JEFFERSON,TX,29.97523,-94.05578,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.3,0.3,0.0,NO,NO,YES,,0.0,36.0,0.0,5964.0,0.0,0.0,6000,6,18
1282,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CONOWINGO,COLORA,MD,39.673538,-76.125691,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1.83,1.83,0.0,NO,NO,YES,,1500.0,0.0,0.0,3500.0,0.0,0.0,5000,6,18
1283,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",DANIELSVILLE,MADISON,GA,34.093675,-83.233783,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.4,0.1,0.3,NO,NO,YES,0.0,0.0,300.0,0.0,20000.0,9000.0,0.0,29300,6,20
1284,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,WICHITA FALLS,WICHITA,TX,33.914572,-98.440369,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,20.0,20.0,0.0,NO,NO,NO,0.0,0.0,1500.0,0.0,2000.0,10000.0,0.0,13500,6,20
1285,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,RINGGOLD,MONTAQUE,TX,33.863,-97.9533,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,150.0,90.0,60.0,NO,NO,NO,0.0,25000.0,5505.0,0.0,11000.0,158235.0,0.0,199740,6,25
1286,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BEAUMONT,JEFFERSON,TX,30.0095,-94.0594,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,21.0,21.0,0.0,NO,NO,,0.0,0.0,0.0,0.0,0.0,13000.0,0.0,13000,6,26
1287,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ARTESIA,EDDY,NM,32.848,-104.39,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.0,0.0,1.0,NO,NO,YES,0.0,0.0,200.0,0.0,0.0,1000.0,0.0,1200,6,27
1288,2013,ONSHORE,TANK,CRUDE OIL,CUSHING,PAYNE,OK,36.01663,-96.7549,CORROSION,INTERNAL,85.0,84.0,1.0,NO,NO,YES,0.0,10000.0,100.0,0.0,42000.0,6000.0,0.0,58100,6,29
1289,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.28,0.28,0.0,NO,NO,,,0.0,0.0,0.0,0.0,0.0,10000.0,10000,6,29
1290,2013,OFFSHORE,,CRUDE OIL,BAY MARCHAND,LAFOURCHE,LA,29.10788,-90.16212,CORROSION,EXTERNAL,0.01,0.0,0.01,NO,NO,YES,0.0,175000.0,0.0,0.0,0.0,0.0,0.0,175000,6,30
1291,2013,ONSHORE,TANK,CRUDE OIL,CATARINA,DIMMIT,TX,28.3563889,-99.571389,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,220.0,220.0,0.0,NO,NO,NO,0.0,0.0,2000.0,0.0,10000.0,30600.0,0.0,42600,6,30
1292,2013,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",BRADGATE,HUMBOLDT,IA,42.80667,-94.36011,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",18.18,0.0,18.18,NO,NO,YES,,128000.0,1166.0,2500.0,43000.0,35000.0,0.0,209666,7,1
1293,2013,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",BRADGATE,HUMBOLDT,IA,42.79375,-94.40176,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,5.0,0.0,5.0,NO,NO,NO,,108000.0,403.0,2500.0,43000.0,35000.0,0.0,188903,7,1
1294,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ST. XAVIER,BIGHORN,MT,45.250322,-107.701801,NATURAL FORCE DAMAGE,EARTH MOVEMENT,411.0,11.0,400.0,NO,NO,YES,0.0,1500000.0,60935.0,10000.0,0.0,414852.0,0.0,1985787,7,2
1295,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,PETTUS,BEE,TX,28.605919,-97.800378,INCORRECT OPERATION,INCORRECT INSTALLATION,1.6,1.6,0.0,NO,NO,YES,0.0,108.0,165.0,0.0,810.0,46764.0,0.0,47847,7,9
1296,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.36555,-94.93971,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.47,0.47,0.0,NO,NO,NO,0.0,0.0,50.0,0.0,50.0,0.0,0.0,100,7,9
1297,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NEAREST CITY WAS ARNEGARD, ND",MCKENZIE,ND,47.7826,-103.56694,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,870.0,820.0,50.0,NO,NO,YES,0.0,30000.0,110000.0,15000.0,150000.0,220000.0,50000.0,575000,7,9
1298,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.90087416,-94.00565624,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.0,2.0,0.0,NO,NO,NO,0.0,100000.0,250.0,0.0,10000.0,321406.0,0.0,431656,7,10
1299,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,MCPHERSON,MCPHERSON,KS,38.3362,-97.67782,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.9,0.0,0.9,NO,NO,NO,,700.0,100.0,0.0,1000.0,5800.0,2400.0,10000,7,11
1300,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,MCKITTRICK,KERN,CA,35.32395,-119.650239,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.34,0.34,0.0,NO,NO,YES,0.0,8000.0,30.0,0.0,2000.0,700.0,0.0,10730,7,11
1301,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,EL DORADO,BUTLER,KS,37.80249,-96.91695,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.0,1.0,0.0,NO,NO,NO,,3700.0,100.0,0.0,2000.0,740.0,100.0,6640,7,11
1302,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OREGON ,LUCAS,OH,41.61955,-83.44724,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.1,0.1,0.0,NO,NO,NO,0.0,2000.0,0.0,2000.0,51540.0,0.0,0.0,55540,7,11
1303,2013,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,CORROSION,INTERNAL,0.02,0.0,0.02,NO,NO,NO,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,1000000,7,12
1304,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SCOTT CITY,SCOTT COUNTY,MO,37.226483,-89.481844,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1.9,1.9,0.0,NO,NO,YES,0.0,7000.0,350.0,0.0,10000.0,14727.0,0.0,32077,7,15
1305,2013,ONSHORE,UNDERGROUND,CRUDE OIL,YORK,BENSON,ND,48.331143,-99.631503,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,2.0,2.0,0.0,NO,NO,YES,0.0,128645.0,200.0,0.0,374394.0,15403.0,0.0,518642,7,15
1306,2013,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREENSBORO,GUILFORD,NC,36.07123064,-79.93686505,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,6.7,5.9,0.8,NO,NO,NO,0.0,5000.0,700.0,0.0,5000.0,19950.0,0.0,30650,7,16
1307,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,TILDEN,MCMULLEN,TX,28.63112,-98.789953,INCORRECT OPERATION,INCORRECT VALVE POSITION,1.0,1.0,0.0,NO,NO,NO,,0.0,105.0,0.0,2400.0,0.0,0.0,2505,7,16
1308,2013,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SULPHUR,CALCASIEU,LA,30.060572,-93.5581,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.0,0.0,0.0,NO,NO,YES,0.0,322200.0,995728.0,0.0,0.0,0.0,0.0,1317928,7,18
1309,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,WICHITA FALLS,WICHITA,TX,33.914949,-98.437029,CORROSION,INTERNAL,4.0,4.0,0.0,NO,NO,YES,0.0,2000.0,0.0,0.0,0.0,2500.0,0.0,4500,7,19
1310,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,MOUND CITY,LINN,KS,38.19639,-94.81861,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,2.0,0.0,NO,NO,NO,0.0,10000.0,200.0,0.0,8000.0,2000.0,0.0,20200,7,20
1311,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,DEER RIVER,ITASCA,MN,47.32444,-93.76306,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.33,3.33,0.0,NO,NO,NO,0.0,2446.0,0.0,0.0,22010.0,11000.0,0.0,35456,7,22
1312,2013,ONSHORE,UNDERGROUND,CRUDE OIL,JACKSBORO,JACK,TX,33.139747,-98.1214,CORROSION,INTERNAL,50.0,50.0,0.0,NO,NO,YES,0.0,208000.0,5000.0,0.0,0.0,100000.0,25000.0,338000,7,22
1313,2013,ONSHORE,UNDERGROUND,CRUDE OIL,RUGBY,PIERCE,ND,48.365352,-100.119192,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.25,0.25,0.0,NO,NO,YES,0.0,347577.0,20.0,0.0,374394.0,15403.0,0.0,737394,7,22
1314,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CLUTE,BRAZORIA,TX,29.04718,-95.35215,CORROSION,INTERNAL,0.2,0.2,0.0,NO,NO,YES,0.0,30000.0,1000.0,0.0,5000.0,200000.0,0.0,236000,7,22
1315,2013,ONSHORE,UNDERGROUND,CRUDE OIL,POWDER RIVER,NATRONA,WY,42.9916667,-106.7119444,INCORRECT OPERATION,INCORRECT INSTALLATION,125.0,125.0,0.0,NO,NO,NO,0.0,0.0,2000.0,3000.0,0.0,0.0,0.0,5000,7,23
1316,2013,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",WHEATON,TRAVERSE,MN,45.883706,-96.492211,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.0,0.0,0.0,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,25
1317,2013,ONSHORE,UNDERGROUND,CRUDE OIL,COPAN,OSAGE,OK,36.927591,-96.052414,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,535.0,535.0,0.0,NO,NO,YES,0.0,10000.0,56000.0,14000.0,616000.0,1300000.0,0.0,1996000,7,26
1318,2013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",VAUGHN,GUADALUPE,NM,34.421537,-105.224281,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.2,1.2,0.0,NO,NO,NO,0.0,14000.0,200.0,0.0,2000.0,0.0,0.0,16200,7,27
1319,2013,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),FORSAN,HOWARD,TX,32.10503,-101.46052,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.8,0.0,2.8,NO,NO,,,100.0,100.0,0.0,1000.0,0.0,0.0,1200,7,27
1320,2013,ONSHORE,UNDERGROUND,CRUDE OIL,,MOUNTRAIL,ND,48.524251,-102.856912,NATURAL FORCE DAMAGE,LIGHTNING,20600.0,5856.0,14744.0,NO,NO,YES,0.0,269051.0,1417839.0,168000.0,4100000.0,11031800.0,0.0,16986690,7,29
1321,2013,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREENSBORO,GUILFORD,NC,36.07123064,-79.93686505,CORROSION,INTERNAL,28.4,28.4,0.0,NO,NO,NO,0.0,71000.0,3500.0,0.0,24000.0,9000.0,0.0,107500,7,29
1322,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.94754,-96.74449,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.47,0.47,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,3000,7,30
1323,2013,ONSHORE,ABOVEGROUND,CRUDE OIL,BUCKEYE (LOVINGTON),LEA,NM,32.7261111,-103.2997222,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,2.0,2.0,0.0,NO,NO,YES,0.0,200.0,200.0,0.0,400.0,1200.0,0.0,2000,7,30
1324,2013,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",YORKTOWN,DEWITT,TX,29.04464,-97.49499,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,12.5,0.0,12.5,YES,NO,YES,0.0,935000.0,525.0,0.0,0.0,0.0,0.0,935525,7,31
